0.235184,0.148874,0.004270
0.279532,0.151463,0.008481
0.226381,0.155605,0.003056
0.222872,0.150924,0.003285
0.298864,0.170214,0.009662
0.296562,0.149941,0.009310
0.287956,0.189581,0.005459
0.230940,0.148020,0.004405
0.277807,0.149544,0.009332
0.258251,0.162073,0.002884
0.246294,0.155893,0.005466
0.253154,0.147730,0.006464
0.251802,0.150337,0.005247
0.272671,0.166194,0.006345
0.313096,0.157896,0.011878
0.262621,0.182910,0.003649
0.232070,0.157528,0.003272
0.204773,0.140541,0.002575
0.230423,0.156145,0.004097
0.327149,0.176862,0.011757
0.218452,0.132439,0.002879
0.238762,0.151586,0.004247
0.275664,0.155475,0.008600
0.212852,0.134073,0.003858
0.200660,0.132179,0.002556
0.215830,0.141020,0.003956
0.194153,0.131000,0.002924
0.234035,0.148472,0.004536
0.170040,0.124658,0.000924
0.183250,0.131567,0.001574
0.170846,0.127990,0.001243
0.212515,0.148037,0.002826
0.241776,0.137232,0.002066
0.190814,0.145390,0.002385
0.259565,0.141673,0.007023
0.213354,0.147552,0.003974
0.231943,0.169890,0.004291
0.183083,0.130543,0.001997
0.195446,0.141643,0.002898
0.189871,0.132522,0.002852
0.173894,0.126503,0.001731
0.175223,0.129272,0.002045
0.179338,0.128621,0.002021
0.212176,0.146575,0.004107
0.170891,0.129723,0.001878
0.240382,0.153007,0.004663
0.230850,0.161077,0.004261
0.281330,0.156005,0.007686
0.268903,0.185610,0.005538
0.239333,0.157364,0.003920
0.254545,0.154327,0.006973
0.194632,0.136572,0.002927
0.173012,0.141460,0.001253
0.204156,0.153714,0.002360
0.174308,0.138769,0.001019
0.218438,0.131900,0.003824
0.202726,0.134452,0.003593
0.236629,0.141257,0.006666
0.193472,0.133867,0.001741
0.174806,0.133689,0.001172
0.215192,0.152236,0.002770
0.212978,0.147842,0.003389
0.223709,0.148735,0.002936
0.219660,0.156478,0.003339
0.199559,0.139837,0.002129
0.241436,0.143320,0.005764
0.233065,0.145750,0.005076
0.223963,0.148230,0.003670
0.238791,0.133173,0.006166
0.244879,0.157366,0.005593
0.315800,0.177811,0.011143
0.197932,0.137049,0.002938
0.214016,0.154254,0.003534
0.254971,0.148218,0.006173
0.224421,0.151094,0.004899
0.267512,0.152595,0.007254
0.188877,0.138194,0.002090
0.222873,0.146714,0.003923
0.204508,0.137609,0.003183
0.195667,0.134584,0.003214
0.245760,0.148350,0.005956
0.224171,0.144957,0.005213
0.272716,0.174095,0.007238
0.252424,0.139169,0.007618
0.231013,0.138581,0.006331
0.214774,0.135692,0.004355
0.203265,0.136663,0.002718
0.301472,0.172215,0.010754
0.219945,0.135887,0.004020
0.254728,0.148014,0.006313
0.268803,0.152125,0.008086
0.276482,0.161033,0.007388
0.225981,0.152163,0.004560
0.209388,0.148840,0.003002
0.169791,0.136180,0.001217
0.209916,0.149292,0.003567
0.287025,0.194115,0.006858
0.172095,0.137558,0.001266
0.209156,0.140394,0.003584
0.209645,0.156969,0.002889
0.300661,0.191952,0.008121
0.291933,0.187288,0.006646
0.230174,0.145477,0.004465
0.214496,0.143284,0.003861
0.208661,0.141024,0.003339
0.212174,0.141299,0.004133
0.170973,0.139276,0.001100
0.179127,0.132663,0.001681
0.229823,0.163116,0.003721
0.210782,0.157505,0.002577
0.195753,0.148259,0.001889
0.180598,0.141511,0.001400
0.177466,0.141329,0.001345
0.208302,0.147745,0.002396
0.201089,0.147983,0.002484
0.216496,0.151685,0.003302
0.223845,0.152376,0.002078
0.211702,0.137872,0.004176
0.180172,0.130583,0.002393
0.249449,0.151871,0.006155
0.190914,0.130961,0.003028
0.198332,0.142694,0.002891
0.214453,0.139505,0.004067
0.233380,0.157253,0.003981
0.208427,0.151117,0.002769
0.229827,0.153244,0.004413
0.229873,0.153892,0.003916
0.240924,0.157116,0.005107
0.206095,0.144451,0.002811
0.331126,0.181027,0.012631
0.195834,0.130117,0.003475
0.205318,0.146187,0.003269
0.209987,0.141085,0.003486
0.242506,0.149822,0.005211
0.233305,0.145449,0.005170
0.172290,0.131973,0.001549
0.216102,0.150878,0.003857
0.203676,0.138815,0.003570
0.199084,0.139588,0.003136
0.212511,0.144529,0.003992
0.237969,0.158969,0.004191
0.250146,0.167859,0.004329
0.234247,0.162338,0.002893
0.261971,0.183860,0.005020
0.172232,0.129448,0.001019
0.237126,0.166059,0.004266
0.164651,0.134198,0.001733
0.214642,0.151063,0.003319
0.202221,0.141807,0.002983
0.256554,0.148960,0.007109
0.195472,0.140834,0.002674
0.212240,0.140829,0.003229
0.209517,0.144912,0.002624
0.221420,0.147994,0.003431
0.263454,0.147366,0.007291
0.222092,0.167099,0.003110
0.268988,0.161276,0.005207
0.230460,0.168205,0.004996
0.194113,0.147908,0.002817
0.265085,0.192958,0.004619
0.210326,0.156991,0.003763
0.260086,0.162793,0.007794
0.190225,0.148805,0.001842
0.187591,0.144080,0.002668
0.199593,0.144851,0.003322
0.207888,0.155573,0.003139
0.280684,0.186164,0.005803
0.197194,0.142895,0.002538
0.226030,0.160274,0.004847
0.242378,0.181737,0.004951
0.241782,0.151049,0.006409
0.210802,0.141946,0.003411
0.283488,0.166412,0.002311
0.232648,0.148442,0.004681
0.179247,0.141074,0.001995
0.200192,0.142147,0.003018
0.197920,0.146621,0.002192
0.218281,0.152844,0.003949
0.324116,0.174851,0.012978
0.270731,0.159579,0.007182
0.268902,0.160045,0.007556
0.232317,0.162413,0.004197
0.190487,0.143418,0.002542
0.197304,0.146102,0.002118
0.184056,0.141309,0.002169
0.190563,0.145552,0.001937
0.290702,0.182944,0.008623
0.191960,0.142108,0.003217
0.274150,0.167285,0.007636
0.232833,0.153014,0.005220
0.233206,0.151644,0.004698
0.182349,0.140682,0.002170
0.213249,0.154694,0.003193
0.234331,0.166238,0.005099
0.210067,0.141986,0.003405
0.186516,0.139957,0.002872
0.187287,0.139737,0.002487
0.174638,0.135447,0.002051
0.260136,0.184626,0.005144
0.210006,0.162008,0.003155
0.189480,0.136315,0.002611
0.280924,0.189815,0.005602
0.201859,0.142783,0.003712
0.185022,0.138537,0.002523
0.196324,0.141141,0.002830
0.263790,0.166222,0.005848
0.249814,0.146953,0.006243
0.221342,0.146787,0.004274
0.216591,0.142377,0.004312
0.206153,0.161064,0.001582
0.174802,0.139118,0.001465
0.165984,0.135321,0.001033
0.233683,0.165693,0.003618
0.253195,0.181215,0.004487
0.185111,0.142844,0.001832
0.178889,0.142289,0.001364
0.203834,0.146363,0.003327
0.321741,0.178396,0.011484
0.237002,0.161980,0.004159
0.234548,0.170878,0.001092
0.225618,0.154578,0.003639
0.238066,0.156020,0.004179
0.266117,0.162191,0.007366
0.312275,0.198074,0.008418
0.281555,0.163928,0.006672
0.288087,0.168441,0.007385
0.293879,0.163340,0.010056
0.216719,0.142052,0.003598
0.260230,0.160533,0.005933
0.270071,0.168612,0.006690
0.309957,0.184712,0.009538
0.232175,0.164753,0.004151
0.234733,0.151631,0.004870
0.229371,0.148987,0.004382
0.266595,0.157157,0.005663
0.370315,0.182801,0.007996
0.164569,0.131788,0.001053
0.172140,0.130744,0.001292
0.169825,0.138354,0.001228
0.187384,0.141681,0.001755
0.181272,0.142500,0.001357
0.205729,0.142112,0.002668
0.182633,0.137737,0.001917
0.169702,0.130060,0.001489
0.211532,0.141070,0.001026
0.163837,0.131727,0.000894
0.165333,0.127456,0.001163
0.186265,0.135239,0.001565
0.184099,0.129248,0.001496
0.166438,0.135557,0.001002
0.186219,0.135557,0.002149
0.190855,0.134374,0.002206
0.190498,0.132015,0.000543
0.178441,0.126722,0.000870
0.180721,0.127424,0.001476
0.264320,0.162108,0.006988
0.182015,0.131029,0.001725
0.191125,0.138627,0.001923
0.177984,0.136661,0.001034
0.204129,0.140128,0.003481
0.190874,0.140573,0.002063
0.229393,0.142780,0.005097
0.227184,0.141708,0.004453
0.208105,0.135477,0.003556
0.176816,0.123503,0.002066
0.208545,0.128854,0.002677
0.175400,0.125762,0.001971
0.208855,0.131554,0.003226
0.212715,0.140978,0.003739
0.264133,0.157481,0.001239
0.226760,0.154777,0.003928
0.230281,0.147471,0.004230
0.247287,0.162079,0.005490
0.164832,0.122945,0.001068
0.154012,0.122397,0.000707
0.213071,0.131944,0.001672
0.186991,0.133713,0.001625
0.198307,0.130541,0.001936
0.188780,0.129182,0.000777
0.190954,0.129094,0.001460
0.200337,0.126966,0.001197
0.255054,0.128594,0.001914
0.206883,0.127951,0.001937
0.207489,0.126861,0.001359
0.223758,0.131782,0.002002
0.211918,0.128472,0.001444
0.197562,0.127269,0.002532
0.188641,0.120848,0.000764
0.200019,0.121274,0.001056
0.185655,0.126272,0.001090
0.196955,0.126720,0.001745
0.211810,0.128908,0.003170
0.204563,0.122862,0.000912
0.191742,0.123785,0.001058
0.198691,0.130806,0.002481
0.215277,0.127390,0.001871
0.232842,0.131508,0.003997
