0.333561,0.218278,0.003739
0.315205,0.212209,0.003511
0.443505,0.251901,0.017357
0.330187,0.213641,0.003899
0.334504,0.211787,0.004139
0.324234,0.210522,0.003393
0.523045,0.243200,0.012884
0.330859,0.206751,0.003356
0.083617,0.056482,0.000622
0.472950,0.251357,0.018074
0.456357,0.251604,0.017409
0.459092,0.251816,0.016100
0.487425,0.252754,0.016920
0.465210,0.253532,0.017872
0.480344,0.252958,0.015138
0.468248,0.255437,0.020244
0.457174,0.255808,0.018018
0.450322,0.258168,0.017143
0.472892,0.259297,0.017281
0.456676,0.264336,0.019966
0.487237,0.256651,0.015152
0.470327,0.258590,0.016564
0.479841,0.260234,0.018126
0.471900,0.258405,0.016723
0.464962,0.257358,0.017423
0.483355,0.250811,0.016509
0.446891,0.260513,0.017589
0.314157,0.223866,0.002681
0.332576,0.216695,0.003793
0.441064,0.309750,0.006715
0.500684,0.315952,0.011554
0.489077,0.343442,0.004747
0.461247,0.354200,0.006243
0.491002,0.384559,0.008936
0.504957,0.369180,0.006906
0.511838,0.384150,0.007066
0.509192,0.383644,0.007592
0.525729,0.411659,0.009460
0.504696,0.396550,0.007353
0.477056,0.389220,0.006378
0.544711,0.408637,0.008924
0.530145,0.407975,0.008604
0.522152,0.391059,0.009106
0.541609,0.412662,0.009863
0.506222,0.401376,0.006464
0.621634,0.491671,0.012410
0.626505,0.494572,0.010301
0.630630,0.487488,0.011037
0.609920,0.478730,0.011024
0.656023,0.484049,0.011829
0.667893,0.484866,0.010071
0.628269,0.478661,0.010991
0.636870,0.481823,0.008780
0.618156,0.475625,0.012461
0.603171,0.460286,0.010189
0.600206,0.451621,0.009192
0.602287,0.439329,0.011598
0.559744,0.423093,0.008118
0.575570,0.424719,0.012952
0.557278,0.416151,0.010721
0.495055,0.396029,0.005367
0.514023,0.398661,0.005091
0.519988,0.403567,0.005367
0.492624,0.395861,0.004481
0.516004,0.400102,0.005246
0.510606,0.394039,0.005838
0.523480,0.401776,0.007690
0.552688,0.414140,0.007466
0.446121,0.348700,0.003967
0.513455,0.395225,0.006172
0.486269,0.388411,0.006081
0.544776,0.383329,0.009965
0.500757,0.381460,0.007955
0.493415,0.369349,0.007571
0.496054,0.370339,0.007652
0.507657,0.389350,0.008490
0.509404,0.318742,0.014480
0.547663,0.276399,0.033371
0.321093,0.229215,0.004247
0.473315,0.273424,0.019579
0.470769,0.281139,0.017549
0.502352,0.284486,0.020864
0.465631,0.262834,0.017290
0.439127,0.262008,0.015056
0.451468,0.256056,0.017923
0.478348,0.257514,0.021863
0.456881,0.302347,0.008709
0.540622,0.364951,0.008846
0.524013,0.381518,0.005573
0.532857,0.389038,0.006467
0.590319,0.371454,0.012430
0.498013,0.387968,0.004893
0.644097,0.406196,0.021095
0.602478,0.434358,0.010495
0.587447,0.444919,0.009491
0.612664,0.444505,0.010875
0.647456,0.445660,0.017281
0.569211,0.443312,0.007628
0.680672,0.449512,0.020921
0.584125,0.437405,0.009519
0.635753,0.445538,0.018387
0.558152,0.424447,0.007067
0.649473,0.436735,0.019514
0.588984,0.414010,0.010880
0.568201,0.422084,0.011698
0.592490,0.417331,0.007597
0.509532,0.398616,0.003441
0.524534,0.391655,0.003850
0.509115,0.393038,0.003165
0.555411,0.397023,0.004253
0.503681,0.388900,0.002568
0.512324,0.394649,0.003161
0.600978,0.429752,0.011627
0.607859,0.428005,0.011717
0.623710,0.423124,0.008119
0.660924,0.465986,0.015388
0.594613,0.449546,0.005456
0.599139,0.465171,0.005080
0.611566,0.477169,0.004637
0.623016,0.483482,0.004452
0.632599,0.481878,0.006133
0.616024,0.476851,0.005988
0.632808,0.482951,0.006778
0.613079,0.473843,0.007944
0.627811,0.487359,0.008233
0.639204,0.477849,0.008267
0.631496,0.484317,0.008007
0.621574,0.468519,0.007795
0.601884,0.479538,0.006518
0.607145,0.479408,0.007747
0.598602,0.464788,0.007607
0.453166,0.351716,0.004758
0.469891,0.375730,0.003950
0.575141,0.429370,0.006855
0.517530,0.359129,0.009703
0.459746,0.323412,0.005998
0.476518,0.339281,0.008033
0.471652,0.241884,0.021151
0.593112,0.320430,0.030673
0.466190,0.251280,0.023511
0.400966,0.236899,0.012824
0.411077,0.250017,0.012237
0.408459,0.276798,0.007695
0.539343,0.382000,0.010156
0.495908,0.380278,0.008315
0.510470,0.390152,0.007900
0.513641,0.373642,0.007874
0.483176,0.373346,0.006645
0.487642,0.370116,0.006838
0.507406,0.378373,0.006590
0.509076,0.373339,0.006747
0.481394,0.378217,0.004836
0.517989,0.388493,0.008678
0.530631,0.392902,0.007154
0.502401,0.394260,0.008340
0.553223,0.405515,0.009551
0.531238,0.403048,0.008565
0.623397,0.433423,0.010681
0.624495,0.484559,0.010590
0.613443,0.490252,0.008034
0.665745,0.495072,0.010873
0.656879,0.500108,0.013776
0.669102,0.507299,0.013797
0.697553,0.507839,0.017592
0.640082,0.490889,0.013123
0.629914,0.498461,0.011627
0.645794,0.489993,0.007897
0.678164,0.513939,0.015329
0.646183,0.502115,0.013186
0.700987,0.537068,0.021374
0.638582,0.510237,0.013792
0.700779,0.542432,0.022000
0.640421,0.500717,0.014857
0.687999,0.524331,0.016432
0.618867,0.485878,0.009899
0.459855,0.390962,0.003779
0.079376,0.068977,0.000076
0.620718,0.478679,0.009999
0.597288,0.480780,0.009696
0.645207,0.477254,0.010088
0.635794,0.487030,0.010903
0.605505,0.478281,0.009437
0.667020,0.503104,0.011164
0.687461,0.510657,0.016531
0.671516,0.515859,0.018161
0.632776,0.482145,0.012940
0.631845,0.468195,0.010238
0.602397,0.468796,0.010650
0.605090,0.470357,0.011052
0.620210,0.472738,0.009596
0.603711,0.477188,0.010461
0.480296,0.390243,0.005202
0.609381,0.465091,0.012828
